FECHA,LINEA,TURNO,EQUIPO,DAÑO,RAZON,TIEMPO,FRECUENCIA,AÑO,MES,,,,,,
29/09/2024,Krupp No1,,SOPLADORA KRUPP N°1,blower de la zona #4 en corto,blower de la zona #4 en corto,84,1,2024,SEPTIEMBRE,,29/09/2024,Krupp No1,SOPLADORA KRUPP N°1,blower de la zona #4 en corto,blower de la zona #4 en corto
29/09/2024,Krupp No2,,SOPLADORA KRUPP N°2,bidon se le baja mucho el peso. se hacen ajuste pe,bidón se le baja mucho el peso. se hacen ajuste pero no mejora,480,1,2024,SEPTIEMBRE,,29/09/2024,Krupp No2,SOPLADORA KRUPP N°2,bidon se le baja mucho el peso. se hacen ajuste pe,bidón se le baja mucho el peso. se hacen ajuste pero no mejora
30/09/2024,Krupp No1,,SOPLADORA KRUPP N°1,chiller se alarma y se sube la temperatura del agu,chiller se alarma y se sube la temperatura del agua,20,1,2024,SEPTIEMBRE,,30/09/2024,Krupp No1,SOPLADORA KRUPP N°1,chiller se alarma y se sube la temperatura del agu,chiller se alarma y se sube la temperatura del agua
30/09/2024,Krupp No2,,SOPLADORA KRUPP N°2,matto baja boquilla hembra y macho para hacerle un,"mantenimiento baja boquilla hembra y macho para hacerle unos ajuste, para ver si mejora el peso del bidón.",364,1,2024,SEPTIEMBRE,,30/09/2024,Krupp No2,SOPLADORA KRUPP N°2,matto baja boquilla hembra y macho para hacerle un,"mantenimiento baja boquilla hembra y macho para hacerle unos ajuste, para ver si mejora el peso del bidón."
30/09/2024,Krupp No2,,SOPLADORA KRUPP N°2,se recibe maquina detenida por montaje de boquilla,se recibe maquina detenida por montaje de boquilla hembra y macho del cabezal por el personal de mantenimiento,180,1,2024,SEPTIEMBRE,,30/09/2024,Krupp No2,SOPLADORA KRUPP N°2,se recibe maquina detenida por montaje de boquilla,se recibe maquina detenida por montaje de boquilla hembra y macho del cabezal por el personal de mantenimiento
30/09/2024,SBO6,,SOPLADORA SBO6,brazo de apertura de molde numero 6,calibración brazo de apertura de molde numero 6,33,1,2024,SEPTIEMBRE,,30/09/2024,SBO6,SOPLADORA SBO6,brazo de apertura de molde numero 6,calibración brazo de apertura de molde numero 6
01/10/2024,A1,,BANDA TRANSPORTADORA DE CODIFICACIÓN DE CAJAS A1,BANDA CON FRECUENTES ATASCAMIENTOS POR SALTO EN CA,CADENA DE TRANSMISIÓN DISTENSIONADA,35,1,2024,OCTUBRE,,01/10/2024,A1,BANDA TRANSPORTADORA DE CODIFICACIÓN DE CAJAS A1,BANDA CON FRECUENTES ATASCAMIENTOS POR SALTO EN CA,CADENA DE TRANSMISIÓN DISTENSIONADA
01/10/2024,SBO2F,,SOPLADORA SBO2F,oring de molde compensación 1,ajuste de oring de compensación de molde 1,20,1,2024,OCTUBRE,,01/10/2024,SBO2F,SOPLADORA SBO2F,oring de molde compensación 1,ajuste de oring de compensación de molde 1
01/10/2024,SBO6,,SOPLADORA SBO6,brazo apertura molde numero 3,calibración brazo apertura de molde numero 3,15,1,2024,OCTUBRE,,01/10/2024,SBO6,SOPLADORA SBO6,brazo apertura molde numero 3,calibración brazo apertura de molde numero 3
02/10/2024,Jabonería Barranquilla,,CORTADORA DE JABONES EASYCUT,TAMAÑO DEL JABÓN VARIABLE,DESAJUSTE EN TRANSMISIÓN EN AIIMENTACIÓN DE LA CORTADORA,120,1,2024,OCTUBRE,,02/10/2024,Jabonería Barranquilla,CORTADORA DE JABONES EASYCUT,TAMAÑO DEL JABÓN VARIABLE,DESAJUSTE EN TRANSMISIÓN EN AIIMENTACIÓN DE LA CORTADORA
02/10/2024,Krupp No1,,SOPLADORA KRUPP N°1,agua del chiller caliente,chiller alfrio alarmado,84,1,2024,OCTUBRE,,02/10/2024,Krupp No1,SOPLADORA KRUPP N°1,agua del chiller caliente,chiller alfrio alarmado
02/10/2024,Krupp No1,,SOPLADORA KRUPP N°1,molde cierra muy fuerte,actuador de la válvula hidráulica de proporcional de flujo estaba duro,120,1,2024,OCTUBRE,,02/10/2024,Krupp No1,SOPLADORA KRUPP N°1,molde cierra muy fuerte,actuador de la válvula hidráulica de proporcional de flujo estaba duro
02/10/2024,Krupp No2,,SOPLADORA KRUPP N°2,temperatura agua chiller alta,se alarma chiller alfrio,86,1,2024,OCTUBRE,,02/10/2024,Krupp No2,SOPLADORA KRUPP N°2,temperatura agua chiller alta,se alarma chiller alfrio
03/10/2024,Krupp No1,,SOPLADORA KRUPP N°1,molde al momento de cerrar golpea muy fuerte,molde al momento de cerrar golpea muy fuerte,110,1,2024,OCTUBRE,,03/10/2024,Krupp No1,SOPLADORA KRUPP N°1,molde al momento de cerrar golpea muy fuerte,molde al momento de cerrar golpea muy fuerte
03/10/2024,Krupp No2,,SOPLADORA KRUPP N°2,molde al momento de cerrar golpea muy fuerte,actuador de la válvula de alivio pegado.,120,1,2024,OCTUBRE,,03/10/2024,Krupp No2,SOPLADORA KRUPP N°2,molde al momento de cerrar golpea muy fuerte,actuador de la válvula de alivio pegado.
03/10/2024,SBO2F,,COMPRESOR DE ALTA 4-HA-6LT,compresor,compresor se queda en descarga,25,1,2024,OCTUBRE,,03/10/2024,SBO2F,COMPRESOR DE ALTA 4-HA-6LT,compresor,compresor se queda en descarga
04/10/2024,Bidones,,CODIFICADOR DE BIDONES,FALLA DE SITEMA,EQUIPO NO ARRANCA POR FALLA EN EL SISTEMA,65,1,2024,OCTUBRE,,04/10/2024,Bidones,CODIFICADOR DE BIDONES,FALLA DE SITEMA,EQUIPO NO ARRANCA POR FALLA EN EL SISTEMA
04/10/2024,Jabonería Barranquilla,,CÁMARA DE VACIO L1,VACÍO DEFICIENTE - JABÓN CALIENTE EN CÁMARA,PDTE REVISIÓN BOMBA DEL HOTWELL,56,1,2024,OCTUBRE,,04/10/2024,Jabonería Barranquilla,CÁMARA DE VACIO L1,VACÍO DEFICIENTE - JABÓN CALIENTE EN CÁMARA,PDTE REVISIÓN BOMBA DEL HOTWELL
06/10/2024,,,,limpieza de cabezal,limpieza de cabezal por fuga de material,27,1,2024,OCTUBRE,,06/10/2024,Jabonería Barranquilla,CÁMARA DE VACIO L1,limpieza de cabezal,limpieza de cabezal por fuga de material
06/10/2024,Krupp No1,,SOPLADORA KRUPP N°1,temperatura agua chiller alta,chiller alfrio se alarma,35,1,2024,OCTUBRE,,06/10/2024,Krupp No1,SOPLADORA KRUPP N°1,temperatura agua chiller alta,chiller alfrio se alarma
06/10/2024,Refinación Química 500 Ton,,error,BLOQUEO DE PLC,BLOQUE DE PLC,149,1,2024,OCTUBRE,,06/10/2024,Refinación Química 500 Ton,error,BLOQUEO DE PLC,BLOQUE DE PLC
08/10/2024,A1,,ETIQUETADORA A1,Daño en 2 carrilas de la etiquetadora,Daño en 2 carrilas de la etiquetadora,40,1,2024,OCTUBRE,,08/10/2024,A1,ETIQUETADORA A1,Daño en 2 carrilas de la etiquetadora,Daño en 2 carrilas de la etiquetadora
08/10/2024,,,,limpieza de cabezal,limpieza de cabezal por fuga de material,27,1,2024,OCTUBRE,,08/10/2024,A1,ETIQUETADORA A1,limpieza de cabezal,limpieza de cabezal por fuga de material
08/10/2024,Refinación Física Gianazza,,BOMBA DEL BLANQUEADOR CONTINUO (P3263),VOLADURA DE EMPAQUE,NO APERTURA DE ELECTROVALVULA EN CICLO DE PRECAPA DE FILTRO,146,1,2024,OCTUBRE,,08/10/2024,Refinación Física Gianazza,BOMBA DEL BLANQUEADOR CONTINUO (P3263),VOLADURA DE EMPAQUE,NO APERTURA DE ELECTROVALVULA EN CICLO DE PRECAPA DE FILTRO
09/10/2024,SBO6,,COMPRESOR DE ALTA 4-HA-6LT,temperatura de aire alta,temperatura de aire alta,90,1,2024,OCTUBRE,,09/10/2024,SBO6,COMPRESOR DE ALTA 4-HA-6LT,temperatura de aire alta,temperatura de aire alta
10/10/2024,A2,,BANDAS TRANSP. DE ENVASE - CEDIS,Parada por desalineamiento de la banda BA-EM-16-BT,Parada por desalineamiento de la banda BA-EM-16-BT06,20,1,2024,OCTUBRE,,10/10/2024,A2,BANDAS TRANSP. DE ENVASE - CEDIS,Parada por desalineamiento de la banda BA-EM-16-BT,Parada por desalineamiento de la banda BA-EM-16-BT06
10/10/2024,Bidones,,BANDA TRANSPORTADORAS ENVASE - CEDIS,Falla de banda del espiral del cedis,Falla de banda del espiral del cedis,15,1,2024,OCTUBRE,,10/10/2024,Bidones,BANDA TRANSPORTADORAS ENVASE - CEDIS,Falla de banda del espiral del cedis,Falla de banda del espiral del cedis
10/10/2024,Linea 1 Sólidos Barranquilla,,BANDAS TRANSPORTADORAS DE ENVASE - CEDIS,Falla de la banda del caracol del cedis,Falla de la banda del caracol del cedis,22,1,2024,OCTUBRE,,10/10/2024,Linea 1 Sólidos Barranquilla,BANDAS TRANSPORTADORAS DE ENVASE - CEDIS,Falla de la banda del caracol del cedis,Falla de la banda del caracol del cedis
10/10/2024,SBO6,,COMPRESOR DE ALTA 4-HA-6LT,Temperatura alta en el compresor,Temperatura alta en el compresor,275,1,2024,OCTUBRE,,10/10/2024,SBO6,COMPRESOR DE ALTA 4-HA-6LT,Temperatura alta en el compresor,Temperatura alta en el compresor
11/10/2024,A2,,BANDAS TRANSP. DE ENVASE - CEDIS,Banda BT- 06 de la sala de envases partida,Banda BT- 06 de la sala de envases partida,48,1,2024,OCTUBRE,,11/10/2024,A2,BANDAS TRANSP. DE ENVASE - CEDIS,Banda BT- 06 de la sala de envases partida,Banda BT- 06 de la sala de envases partida
11/10/2024,Bidones,,BANDA TRANSPORTADORAS ENVASE - CEDIS,Daño en banda interna de envases BT-06,Daño en banda interna de envases BT-06,70,1,2024,OCTUBRE,,11/10/2024,Bidones,BANDA TRANSPORTADORAS ENVASE - CEDIS,Daño en banda interna de envases BT-06,Daño en banda interna de envases BT-06
11/10/2024,Jabonería Barranquilla,,COMPRESORA N°1 L1,BAJO FLUJO POR OBSTRUCCIÓN,RUPTURA DE AMBOS TORNILLOS EN LA 1RA COMPRESORA OBSTRUYENDO LOS PANELES Y ACUMULANDO JABÓN EN EL INTERIOR DE LA CÁMARA DE VACÍO,254,1,2024,OCTUBRE,,11/10/2024,Jabonería Barranquilla,COMPRESORA N°1 L1,BAJO FLUJO POR OBSTRUCCIÓN,RUPTURA DE AMBOS TORNILLOS EN LA 1RA COMPRESORA OBSTRUYENDO LOS PANELES Y ACUMULANDO JABÓN EN EL INTERIOR DE LA CÁMARA DE VACÍO
11/10/2024,Jabonería Barranquilla,,CÁMARA DE VACIO L1,INTERIOR REDUCIDO POR ACUMULACION DE BASE JABON,RASCADORES INTERNOS SEPARADOS,134,1,2024,OCTUBRE,,11/10/2024,Jabonería Barranquilla,CÁMARA DE VACIO L1,INTERIOR REDUCIDO POR ACUMULACION DE BASE JABON,RASCADORES INTERNOS SEPARADOS
12/10/2024,A2,,BOMBA DE ALIMENTACIÓN A2,Fuga de aceite en bomba del dique de envases,Fuga de aceite en bomba del dique de envases,192,1,2024,OCTUBRE,,12/10/2024,A2,BOMBA DE ALIMENTACIÓN A2,Fuga de aceite en bomba del dique de envases,Fuga de aceite en bomba del dique de envases
12/10/2024,Jabonería Barranquilla,,CODIFICADOR DE JABON,ALTA TEMPERATURA EN COMPRESORA,ALTA TEMPERATURA EN COMPRESORA,50,1,2024,OCTUBRE,,12/10/2024,Jabonería Barranquilla,CODIFICADOR DE JABON,ALTA TEMPERATURA EN COMPRESORA,ALTA TEMPERATURA EN COMPRESORA
12/10/2024,Jabonería Barranquilla,,COMPRESORA N°1 L1,ACUMULACION Y REGRESO DE BASE JABON A CAMARA DE VA,ROTURA DE CRESTAS Y PUNTA EN TORNILLO EXTRUSOR DERECHO,124,1,2024,OCTUBRE,,12/10/2024,Jabonería Barranquilla,COMPRESORA N°1 L1,ACUMULACION Y REGRESO DE BASE JABON A CAMARA DE VA,ROTURA DE CRESTAS Y PUNTA EN TORNILLO EXTRUSOR DERECHO
12/10/2024,Jabonería Barranquilla,,COMPRESORA N°3 L1,DESGASTE DE TORNILLO,DESGASTE EN LOS TORNILLOS DE LA COMPRESORA,180,1,2024,OCTUBRE,,12/10/2024,Jabonería Barranquilla,COMPRESORA N°3 L1,DESGASTE DE TORNILLO,DESGASTE EN LOS TORNILLOS DE LA COMPRESORA
12/10/2024,Krupp No2,,SOPLADORA KRUPP N°2,cables que van hacia el tablero electrico se encon,maquina se apagaba en operación,180,1,2024,OCTUBRE,,12/10/2024,Krupp No2,SOPLADORA KRUPP N°2,cables que van hacia el tablero electrico se encon,maquina se apagaba en operación
12/10/2024,SBO2F,,COMPRESOR DE ALTA 4-HA-6LT,TEMPERATURA DE AGUA FUERA DE RANGO,TEMPERATURA DE AGUA FUERA DE RANGO,60,1,2024,OCTUBRE,,12/10/2024,SBO2F,COMPRESOR DE ALTA 4-HA-6LT,TEMPERATURA DE AGUA FUERA DE RANGO,TEMPERATURA DE AGUA FUERA DE RANGO
13/10/2024,Jabonería Barranquilla,,CHILLER CARRIER,EN LINEA UNA UNIDAD COMPRESORA DE 3,FALLA ELECTRONICA EN CONTROLADOR QUE RECIBE SEÑAL DE COMPRESORAS 1 Y 2,249,1,2024,OCTUBRE,,13/10/2024,Jabonería Barranquilla,CHILLER CARRIER,EN LINEA UNA UNIDAD COMPRESORA DE 3,FALLA ELECTRONICA EN CONTROLADOR QUE RECIBE SEÑAL DE COMPRESORAS 1 Y 2
13/10/2024,SBO2F,,SOPLADORA SBO2F,contactor del polipasto,necesitan cambio el contactor del polipasto,60,1,2024,OCTUBRE,,13/10/2024,SBO2F,SOPLADORA SBO2F,contactor del polipasto,necesitan cambio el contactor del polipasto
14/10/2024,A2,,ZARANDA SILO,FALLA ZARANDA,FALLO ELECTROVALVULA,15,1,2024,OCTUBRE,,14/10/2024,A2,ZARANDA SILO,FALLA ZARANDA,FALLO ELECTROVALVULA
14/10/2024,SBO2F,,SOPLADORA SBO2F,sellos de junta de vara dañados,cambio de sellos de junta de vara por defectos en botella,106,1,2024,OCTUBRE,,14/10/2024,SBO2F,SOPLADORA SBO2F,sellos de junta de vara dañados,cambio de sellos de junta de vara por defectos en botella
14/10/2024,SBO2F,,SOPLADORA SBO2F,tobera puesto #2,"ajuste de nariz de tobera, desalineada",80,1,2024,OCTUBRE,,14/10/2024,SBO2F,SOPLADORA SBO2F,tobera puesto #2,"ajuste de nariz de tobera, desalineada"
15/10/2024,Jabonería Barranquilla,,COMPRESORA N°1 L1,DESGASTE DE TORNILLO,DESGASTE EN LOS TORNILLOS DE LA COMPRESORA,64,1,2024,OCTUBRE,,15/10/2024,Jabonería Barranquilla,COMPRESORA N°1 L1,DESGASTE DE TORNILLO,DESGASTE EN LOS TORNILLOS DE LA COMPRESORA
16/10/2024,A2,,ENCARTONADORA A2,FALLA DOSCIFICADOR,CAMBIO EN VENTOSA,15,1,2024,OCTUBRE,,16/10/2024,A2,ENCARTONADORA A2,FALLA DOSCIFICADOR,CAMBIO EN VENTOSA
16/10/2024,Jabonería Barranquilla,,CHILLER CARRIER,2 UNIDADES COMPRESORAS FUERA DE LINEA,CONTROLADOR FUERA DE SERVICIO,211,1,2024,OCTUBRE,,16/10/2024,Jabonería Barranquilla,CHILLER CARRIER,2 UNIDADES COMPRESORAS FUERA DE LINEA,CONTROLADOR FUERA DE SERVICIO
16/10/2024,Jabonería Barranquilla,,CHILLER CARRIER,no funciona,configuración del controlador,180,1,2024,OCTUBRE,,16/10/2024,Jabonería Barranquilla,CHILLER CARRIER,no funciona,configuración del controlador
16/10/2024,Jabonería Barranquilla,,EYECTOR L1,FALTA DE VAPPOR PÓR DAÑO CALDERA BOSH,FALTA DE VAPPOR PÓR DAÑO CALDERA BOSH,58,1,2024,OCTUBRE,,16/10/2024,Jabonería Barranquilla,EYECTOR L1,FALTA DE VAPPOR PÓR DAÑO CALDERA BOSH,FALTA DE VAPPOR PÓR DAÑO CALDERA BOSH
16/10/2024,Refinación Física Gianazza,,EYECTOR PRIMARIO,FALTRA DE VAPOR POR DAÑO EN CALDERA BOSH,FALTRA DE VAPOR POR DAÑO EN CALDERA BOSH,72,1,2024,OCTUBRE,,16/10/2024,Refinación Física Gianazza,EYECTOR PRIMARIO,FALTRA DE VAPOR POR DAÑO EN CALDERA BOSH,FALTRA DE VAPOR POR DAÑO EN CALDERA BOSH
16/10/2024,SBO2F,,COMPRESOR DE ALTA 4-HA-6LT,se dispara compresor por alta temperatura de gua,temperatura de agua elevada,20,1,2024,OCTUBRE,,16/10/2024,SBO2F,COMPRESOR DE ALTA 4-HA-6LT,se dispara compresor por alta temperatura de gua,temperatura de agua elevada
16/10/2024,SBO6,,COMPRESOR DE ALTA 4-HA-6LT,temperatura alta,se dispara compresor por temperatura alta,15,1,2024,OCTUBRE,,16/10/2024,SBO6,COMPRESOR DE ALTA 4-HA-6LT,temperatura alta,se dispara compresor por temperatura alta
16/10/2024,SBO6,,SOPLADORA SBO6,electrovalvula,lectrovalvula de estirado con fuga y se realiza CAMBIO,60,1,2024,OCTUBRE,,16/10/2024,SBO6,SOPLADORA SBO6,electrovalvula,lectrovalvula de estirado con fuga y se realiza CAMBIO
17/10/2024,Jabonería Barranquilla,,CHILLER CARRIER,PARAMETRO DE CONTROL EN ALARMA,FALLA EN LA LOGICA DE CONTROL DEL NUEVO CONTROLADOR,215,1,2024,OCTUBRE,,17/10/2024,Jabonería Barranquilla,CHILLER CARRIER,PARAMETRO DE CONTROL EN ALARMA,FALLA EN LA LOGICA DE CONTROL DEL NUEVO CONTROLADOR
17/10/2024,Jabonería Barranquilla,,COMPRESORA N°1 L1,baja cadencia,se cambhia tornillo extrusor desgastado,80,1,2024,OCTUBRE,,17/10/2024,Jabonería Barranquilla,COMPRESORA N°1 L1,baja cadencia,se cambhia tornillo extrusor desgastado
18/10/2024,Linea 1 Sólidos Barranquilla,,MOLDEADORA SIG L1,Máquina no enciende no hace el ciclo,Máquina no enciende no hace el ciclo,60,1,2024,OCTUBRE,,18/10/2024,Linea 1 Sólidos Barranquilla,MOLDEADORA SIG L1,Máquina no enciende no hace el ciclo,Máquina no enciende no hace el ciclo
18/10/2024,Refinación Física Gianazza,,BOMBA DE ACEITE DESODORIZADO (P4273),RUIDO ANORMAL,ELEMENTO OMEGA CON TORNILLLERÍA NO AJUSTADA,40,1,2024,OCTUBRE,,18/10/2024,Refinación Física Gianazza,BOMBA DE ACEITE DESODORIZADO (P4273),RUIDO ANORMAL,ELEMENTO OMEGA CON TORNILLLERÍA NO AJUSTADA
19/10/2024,A2,,CODIFICADOR DE ENVASES A2,FALLO BREAKER,BREAKER SENSIBLE,18,1,2024,OCTUBRE,,19/10/2024,A2,CODIFICADOR DE ENVASES A2,FALLO BREAKER,BREAKER SENSIBLE
19/10/2024,SBO2F,,COMPRESOR DE ALTA 4-HA-6LT,temperatura de agua caliente,se dispara compresor por temperatura de agua caliente,15,1,2024,OCTUBRE,,19/10/2024,SBO2F,COMPRESOR DE ALTA 4-HA-6LT,temperatura de agua caliente,se dispara compresor por temperatura de agua caliente
20/10/2024,Jabonería Barranquilla,,BOMBA DE TRANSFERIMIENTO L1,bajo caudal,"la bomba mazzoni opera con 50 Hz y presenta bajo caudal ,se reaprieta los prensa y sigue con fuga",107,1,2024,OCTUBRE,,20/10/2024,Jabonería Barranquilla,BOMBA DE TRANSFERIMIENTO L1,bajo caudal,"la bomba mazzoni opera con 50 Hz y presenta bajo caudal ,se reaprieta los prensa y sigue con fuga"
20/10/2024,Jabonería Barranquilla,,CHILLER CARRIER,BASE JABON CALIENTE EN COMPRESORAS,BBA DE CHILLER AVERIADA,157,1,2024,OCTUBRE,,20/10/2024,Jabonería Barranquilla,CHILLER CARRIER,BASE JABON CALIENTE EN COMPRESORAS,BBA DE CHILLER AVERIADA
21/10/2024,A2,,ENCARTONADORA A2,CABLES SUELTO EN PANTALLA ENCARTONADORA,CABLES SUELTOS EN PANTALLA ENCARTONADORA,20,1,2024,OCTUBRE,,21/10/2024,A2,ENCARTONADORA A2,CABLES SUELTO EN PANTALLA ENCARTONADORA,CABLES SUELTOS EN PANTALLA ENCARTONADORA
21/10/2024,A2,,ENCARTONADORA A2,MANGUERA NEUMATICA PARTIDA EN MELLER ENCARTONADORA,MANGUERA NEUMATICA PARTIDA EN MELLER ENCARTONADORA,24,1,2024,OCTUBRE,,21/10/2024,A2,ENCARTONADORA A2,MANGUERA NEUMATICA PARTIDA EN MELLER ENCARTONADORA,MANGUERA NEUMATICA PARTIDA EN MELLER ENCARTONADORA
21/10/2024,Jabonería Barranquilla,,CHILLER CARRIER,FALLA CON LA TEMP. DEL EQUIPO,FALLA CON LA TEMP. DEL EQUIPO,60,1,2024,OCTUBRE,,21/10/2024,Jabonería Barranquilla,CHILLER CARRIER,FALLA CON LA TEMP. DEL EQUIPO,FALLA CON LA TEMP. DEL EQUIPO
21/10/2024,Jabonería Barranquilla,,CHILLER CARRIER,baja temperatura en la refrigeración de las compre,no se puede configurar controlador,85,1,2024,OCTUBRE,,21/10/2024,Jabonería Barranquilla,CHILLER CARRIER,baja temperatura en la refrigeración de las compre,no se puede configurar controlador
21/10/2024,Jabonería Barranquilla,,CÁMARA DE VACIO L1,JABON NC POR SECADO DEFICIENTE,ENTRADA DE AIRE POR RETENEDORES EN CAMARA DE SECADO MAZZONI,126,1,2024,OCTUBRE,,21/10/2024,Jabonería Barranquilla,CÁMARA DE VACIO L1,JABON NC POR SECADO DEFICIENTE,ENTRADA DE AIRE POR RETENEDORES EN CAMARA DE SECADO MAZZONI
21/10/2024,Jabonería Barranquilla,,CÁMARA DE VACIO L1,fuga de vacío por retenedores,Cambios de retenedores,120,1,2024,OCTUBRE,,21/10/2024,Jabonería Barranquilla,CÁMARA DE VACIO L1,fuga de vacío por retenedores,Cambios de retenedores
22/10/2024,A1,,BANDAS TRANSPORTADORAS DE ACEITES Y GRASAS,banda BA-EM-IG-BT05 DESALINEADA,banda BA-EM-IG-BT05 DESALINEADA,25,1,2024,OCTUBRE,,22/10/2024,A1,BANDAS TRANSPORTADORAS DE ACEITES Y GRASAS,banda BA-EM-IG-BT05 DESALINEADA,banda BA-EM-IG-BT05 DESALINEADA
22/10/2024,Jabonería Barranquilla,,BOMBA PRINCIPAL DEL CHILLER CARRIER,DAÑO BOMBA PRINCIPAL DEL CHILLER,DAÑO BOMBA PRINCIPAL DEL CHILLER,111,1,2024,OCTUBRE,,22/10/2024,Jabonería Barranquilla,BOMBA PRINCIPAL DEL CHILLER CARRIER,DAÑO BOMBA PRINCIPAL DEL CHILLER,DAÑO BOMBA PRINCIPAL DEL CHILLER
22/10/2024,Jabonería Barranquilla,,BOMBA PRINCIPAL DEL CHILLER CARRIER,DAÑO EN BOMBA PRINCIPAL DEL CHILLER,DAÑO EN BOMBA PRINCIPAL DEL CHILLER,240,1,2024,OCTUBRE,,22/10/2024,Jabonería Barranquilla,BOMBA PRINCIPAL DEL CHILLER CARRIER,DAÑO EN BOMBA PRINCIPAL DEL CHILLER,DAÑO EN BOMBA PRINCIPAL DEL CHILLER
22/10/2024,Jabonería Barranquilla,,CHILLER CARRIER,AJUSTE CONTROLADOR CHILLER,AJUSTE CONTROLADOR CHILLER,60,1,2024,OCTUBRE,,22/10/2024,Jabonería Barranquilla,CHILLER CARRIER,AJUSTE CONTROLADOR CHILLER,AJUSTE CONTROLADOR CHILLER
22/10/2024,SBO2F,,COMPRESOR DE ALTA 4-HA-6LT,baja presion de aire,baja presion de aire,205,1,2024,OCTUBRE,,22/10/2024,SBO2F,COMPRESOR DE ALTA 4-HA-6LT,baja presion de aire,baja presion de aire
22/10/2024,SBO2F,,COMPRESOR DE ALTA 4-HA-6LT,temperatura de agua alta,temperatura de agua alta,30,1,2024,OCTUBRE,,22/10/2024,SBO2F,COMPRESOR DE ALTA 4-HA-6LT,temperatura de agua alta,temperatura de agua alta
22/10/2024,SBO6,,COMPRESOR DE ALTA 4-HA-6LT,alarma en compresor,alarma continua falla en temperatura aire,224,1,2024,OCTUBRE,,22/10/2024,SBO6,COMPRESOR DE ALTA 4-HA-6LT,alarma en compresor,alarma continua falla en temperatura aire
22/10/2024,SBO6,,COMPRESOR DE ALTA 4-HA-6LT,temperatura de agua alta,temperatura de agua alta,25,1,2024,OCTUBRE,,22/10/2024,SBO6,COMPRESOR DE ALTA 4-HA-6LT,temperatura de agua alta,temperatura de agua alta
23/10/2024,Jabonería Barranquilla,,COMPRESORA N°3 L1,CALENTAMIENTO DE MOTOR,ELEMENTO DISIPADOR DE CALOR FUERA DE SERVICIO,55,1,2024,OCTUBRE,,23/10/2024,Jabonería Barranquilla,COMPRESORA N°3 L1,CALENTAMIENTO DE MOTOR,ELEMENTO DISIPADOR DE CALOR FUERA DE SERVICIO
23/10/2024,Jabonería Barranquilla,,COMPRESORA N°3 L1,TEMPERATURA ALTA COMPRESORA,"JABÓN SALIENDO CALIENTE, TEMP. ALTA COMPRESORA, SE BAJA FLUJO A LA LINEA.",100,1,2024,OCTUBRE,,23/10/2024,Jabonería Barranquilla,COMPRESORA N°3 L1,TEMPERATURA ALTA COMPRESORA,"JABÓN SALIENDO CALIENTE, TEMP. ALTA COMPRESORA, SE BAJA FLUJO A LA LINEA."
23/10/2024,Jabonería Barranquilla,,COMPRESORA N°3 L1,calentamiento del jabón a la salida,mal funcionamiento de la refrigeración,55,1,2024,OCTUBRE,,23/10/2024,Jabonería Barranquilla,COMPRESORA N°3 L1,calentamiento del jabón a la salida,mal funcionamiento de la refrigeración
23/10/2024,Refinación Química 500 Ton,,error,DAÑO BOMBA CITRICO PRINCIPAL,DAÑO BOMBA CITRICO PRINCIPAL,80,1,2024,OCTUBRE,,23/10/2024,Refinación Química 500 Ton,error,DAÑO BOMBA CITRICO PRINCIPAL,DAÑO BOMBA CITRICO PRINCIPAL
23/10/2024,Refinación Química 500 Ton,,error,VALVULA DE ALIVIO LINEA DE AC CITRICO DAÑADA,VALVULA DE ALIVIO LINEA DE AC CITRICO DAÑADA,83,1,2024,OCTUBRE,,23/10/2024,Refinación Química 500 Ton,error,VALVULA DE ALIVIO LINEA DE AC CITRICO DAÑADA,VALVULA DE ALIVIO LINEA DE AC CITRICO DAÑADA
24/10/2024,Jabonería Barranquilla,,COMPRESORA N°3 L1,jabón con temperatura alta,refrigeración deficiente,99,1,2024,OCTUBRE,,24/10/2024,Jabonería Barranquilla,COMPRESORA N°3 L1,jabón con temperatura alta,refrigeración deficiente
24/10/2024,Jabonería Barranquilla,,CÁMARA DE VACIO L1,NO SE PUEDE OPERAR A 230 JPM POR JABONES NC,BASE JABON NC EN CAMARA DE SECADO POR ENTRADA DE AIRE - AFECTACION A VACIO,242,1,2024,OCTUBRE,,24/10/2024,Jabonería Barranquilla,CÁMARA DE VACIO L1,NO SE PUEDE OPERAR A 230 JPM POR JABONES NC,BASE JABON NC EN CAMARA DE SECADO POR ENTRADA DE AIRE - AFECTACION A VACIO
24/10/2024,Jabonería Barranquilla,,CÁMARA DE VACIO L1,"PROBLEMA DE VACIO, FUGA EN CAMARA DE VACIO","PROBLEMA DE VACIO, FUGA EN CAMARA DE VACIO",80,1,2024,OCTUBRE,,24/10/2024,Jabonería Barranquilla,CÁMARA DE VACIO L1,"PROBLEMA DE VACIO, FUGA EN CAMARA DE VACIO","PROBLEMA DE VACIO, FUGA EN CAMARA DE VACIO"
24/10/2024,Krupp No1,,SOPLADORA KRUPP N°1,se parte mordaza que agarra el cilindro neumático,se parte mordaza que agarra el cilindro neumático de la aguja.,103,1,2024,OCTUBRE,,24/10/2024,Krupp No1,SOPLADORA KRUPP N°1,se parte mordaza que agarra el cilindro neumático,se parte mordaza que agarra el cilindro neumático de la aguja.
